url,media_name,title,guid,ap_syndicated,language,media_id,media_url,processed_stories_id,publish_date,stories_id
https://www.newyorker.com/news/news-desk/the-trouble-with-scientific-secrets,New Yorker,The Trouble with Scientific Secrets,https://www.newyorker.com/news/news-desk/the-trouble-with-scientific-secrets,FALSE,en,1101,http://www.newyorker.com/,1943286158,24:51.1,1536470155
https://www.newyorker.com/culture/cover-story/cover-story-2020-03-09?utm_medium=social&amp;mbid=social_twitter&amp;utm_social-type=owned&amp;utm_source=twitter&amp;utm_brand=tny&amp;utm_medium=social&amp;mbid=social_twitter&amp;utm_social-type=owned&amp;utm_source=twitter&amp;utm_brand=tny&amp;utm_medium=social&amp;mbid=social_twitter&amp;utm_social-type=owned&amp;utm_source=twitter&amp;utm_brand=tny,New Yorker,Brian Stauffer’s “Under Control”,https://www.newyorker.com/culture/cover-story/cover-story-2020-03-09?utm_medium=social&amp;mbid=social_twitter&amp;utm_social-type=owned&amp;utm_source=twitter&amp;utm_brand=tny&amp;utm_medium=social&amp;mbid=social_twitter&amp;utm_social-type=owned&amp;utm_source=twitter&amp;utm_brand=tny&amp;utm_medium=social&amp;mbid=social_twitter&amp;utm_social-type=owned&amp;utm_source=twitter&amp;utm_brand=tny,FALSE,en,1101,http://www.newyorker.com/,1944760392,3/9/2020 0:00,1537854716
https://www.newyorker.com/news/daily-comment/the-new-coronavirus-and-preparing-for-the-next-viral-pandemic?utm_brand=tny&utm_source=twitter&utm_medium=social&utm_social-type=owned&mbid=social_twitter,New Yorker,The New Coronavirus and Preparing for the Next Viral Pandemic,https://www.newyorker.com/news/daily-comment/the-new-coronavirus-and-preparing-for-the-next-viral-pandemic?utm_brand=tny&utm_source=twitter&utm_medium=social&utm_social-type=owned&mbid=social_twitter,FALSE,en,1101,http://www.newyorker.com/,1950261670,,1543176150
https://www.newyorker.com/news/our-columnists/as-coronavirus-spreads-stocks-fall-again-and-the-white-house-frets-about-a-black-swan?utm_social-type=owned&utm_brand=tny&utm_medium=social&mbid=social_facebook&utm_source=facebook,New Yorker,"As the Coronavirus Spreads, Stocks Fall Again and the White House Frets About a Black Swan",https://www.newyorker.com/news/our-columnists/as-coronavirus-spreads-stocks-fall-again-and-the-white-house-frets-about-a-black-swan?utm_social-type=owned&utm_brand=tny&utm_medium=social&mbid=social_facebook&utm_source=facebook,FALSE,en,1101,http://www.newyorker.com/,1952201151,,1545100617
https://www.newyorker.com/news/news-desk/how-long-will-it-take-to-develop-a-coronavirus-vaccine?utm_campaign=cm&utm_source=crm&utm_brand=tny&utm_mailing=TNY_SubPersRec_020520&utm_medium=email&bxid=5be9fceb2ddf9c72dc8994b7&cndid=30462369&hasha=579ae23cfcbd75c9aac87cb571cc201c&hashb=2148226fbe08998db86dcafd847595dcee235751&hashc=77917383a8f055ed3165d5dbf2e63b1863aa8110cf99842b824ecb5af0b9e900&utm_term=NYR_Pers_Recom_2020-03-11,New Yorker,How Long Will It Take to Develop a Coronavirus Vaccine?,https://www.newyorker.com/news/news-desk/how-long-will-it-take-to-develop-a-coronavirus-vaccine?utm_campaign=cm&utm_source=crm&utm_brand=tny&utm_mailing=TNY_SubPersRec_020520&utm_medium=email&bxid=5be9fceb2ddf9c72dc8994b7&cndid=30462369&hasha=579ae23cfcbd75c9aac87cb571cc201c&hashb=2148226fbe08998db86dcafd847595dcee235751&hashc=77917383a8f055ed3165d5dbf2e63b1863aa8110cf99842b824ecb5af0b9e900&utm_term=NYR_Pers_Recom_2020-03-11,FALSE,en,1101,http://www.newyorker.com/,1954443921,3/11/2020 0:00,1546947704
https://www.newyorker.com/magazine/2020/03/09/a-local-guide-to-the-coronavirus?fbclid=IwAR3rXuh-GBNU-mjHiJ9sdrTx9IImSbkd8KOoItsLgha0nUxPVG6WbPPx4fI,New Yorker,A Local Guide to the Coronavirus,https://www.newyorker.com/magazine/2020/03/09/a-local-guide-to-the-coronavirus?fbclid=IwAR3rXuh-GBNU-mjHiJ9sdrTx9IImSbkd8KOoItsLgha0nUxPVG6WbPPx4fI,FALSE,en,1101,http://www.newyorker.com/,1957436962,3/9/2020 0:00,1549043119
https://www.newyorker.com/news/our-columnists/the-coronavirus-calls-for-wartime-economic-thinking?utm_source=twitter&utm_medium=social&utm_campaign=onsite-share&utm_brand=the-new-yorker&utm_social-type=earned,New Yorker,The Coronavirus Calls for Wartime Economic Thinking,https://www.newyorker.com/news/our-columnists/the-coronavirus-calls-for-wartime-economic-thinking?utm_source=twitter&utm_medium=social&utm_campaign=onsite-share&utm_brand=the-new-yorker&utm_social-type=earned,FALSE,en,1101,http://www.newyorker.com/,1965573155,,1558177396
https://www.newyorker.com/magazine/2020/03/30/how-the-coronavirus-shattered-trumps-serene-confidence?utm_source=twitter&utm_medium=social&utm_campaign=onsite-share&utm_brand=the-new-yorker&utm_social-type=earned,New Yorker,How the Coronavirus Shattered Trump’s Serene Confidence,https://www.newyorker.com/magazine/2020/03/30/how-the-coronavirus-shattered-trumps-serene-confidence?utm_source=twitter&utm_medium=social&utm_campaign=onsite-share&utm_brand=the-new-yorker&utm_social-type=earned,FALSE,en,1101,http://www.newyorker.com/,1969679745,3/30/2020 0:00,1562164900
https://www.newyorker.com/news/news-desk/what-went-wrong-with-coronavirus-testing-in-the-us?source=EDT/_NYR/_EDIT/_NEWSLETTER/_0/_imagenewsletter/_Daily/_ZZ&amp;utm/_campaign=aud-dev&amp;utm/_source=nl&amp;utm/_brand=tny&amp;utm/_mailing=TNY/_Daily/_031720&amp;utm/_medium=email&amp;bxid=5bea0c2124c17c6adf15f0a8&amp;cndid=48637367&amp;esrc=&amp;mbid=&amp;utm/_term=TNY/_Daily](https://www.newyorker.com/news/news-desk/what-went-wrong-with-coronavirus-testing-in-the-us?source=EDT_NYR_EDIT_NEWSLETTER_0_imagenewsletter_Daily_ZZ&amp;utm_campaign=aud-dev&amp;utm_source=nl&amp;utm_brand=tny&amp;utm_mailing=TNY_Daily_031720&amp;utm_medium=email&amp;bxid=5bea0c2124c17c6adf15f0a8&amp;cndid=48637367&amp;esrc=&amp;mbid=&amp;utm_term=TNY_Daily,New Yorker,What Went Wrong with Coronavirus Testing in the U.S.,https://www.newyorker.com/news/news-desk/what-went-wrong-with-coronavirus-testing-in-the-us?source=EDT/_NYR/_EDIT/_NEWSLETTER/_0/_imagenewsletter/_Daily/_ZZ&amp;utm/_campaign=aud-dev&amp;utm/_source=nl&amp;utm/_brand=tny&amp;utm/_mailing=TNY/_Daily/_031720&amp;utm/_medium=email&amp;bxid=5bea0c2124c17c6adf15f0a8&amp;cndid=48637367&amp;esrc=&amp;mbid=&amp;utm/_term=TNY/_Daily](https://www.newyorker.com/news/news-desk/what-went-wrong-with-coronavirus-testing-in-the-us?source=EDT_NYR_EDIT_NEWSLETTER_0_imagenewsletter_Daily_ZZ&amp;utm_campaign=aud-dev&amp;utm_source=nl&amp;utm_brand=tny&amp;utm_mailing=TNY_Daily_031720&amp;utm_medium=email&amp;bxid=5bea0c2124c17c6adf15f0a8&amp;cndid=48637367&amp;esrc=&amp;mbid=&amp;utm_term=TNY_Daily,FALSE,en,1101,http://www.newyorker.com/,1969746938,,1562229621
https://www.newyorker.com/news/our-columnists/coping-camaraderie-and-human-evolution-amid-the-coronavirus-crisis?utm_source=twitter&utm_social-type=owned&mbid=social_twitter&utm_medium=social&utm_brand=tny&utm_source=dlvr.it&utm_medium=twitter,New Yorker,Finding Connection and Resilience During the Coronavirus Pandemic,https://www.newyorker.com/news/our-columnists/coping-camaraderie-and-human-evolution-amid-the-coronavirus-crisis?utm_source=twitter&utm_social-type=owned&mbid=social_twitter&utm_medium=social&utm_brand=tny&utm_source=dlvr.it&utm_medium=twitter,FALSE,en,1101,http://www.newyorker.com/,1969792446,,1562273550
